Place,Move,Name,Artist,Peak,Weeks,Points
48,N,WHATEVER WORKS,Kanye West,48,1,13.96
49,4,Raindance,Dave & Tems,45,9,13.93
50,N,THIS A MUST,Kanye West,50,1,13.51
51,7,Brunette,Tucker Wetmore,47,15,13.43
52,-15,Rethink Some Things,Luke Combs,37,2,13.06
53,9,In My Room,Julia Wolf,53,4,12.26
54,26,Earrings,Malcolm Todd,54,5,12.15
55,N,CIRCLES,Kanye West feat. Don Toliver,55,1,11.75
56,N,PREACHER MAN,Kanye West,56,1,11.61
57,N,MAMA'S FAVORITE,Kanye West,57,1,11.48
58,-16,Aperture,Harry Styles,2,10,11.45
59,12,Don't We,Morgan Wallen,43,7,11.44
60,-29,Hooligan,BTS,31,2,11.33
61,N,BULLY,Kanye West & CeeLo Green,61,1,11.28
62,N,HIGHS AND LOWS,Kanye West,62,1,11.26
63,-25,Days Like These,Luke Combs,38,24,11.08
64,9,Dry Spell,Kacey Musgraves,52,3,10.89
65,N,SISTERS AND BROTHERS,Kanye West,65,1,10.81
66,N,Go Away,Weezer,66,1,10.7
67,-28,NORMAL,BTS,39,2,10.64
68,N,I CAN'T WAIT,Kanye West,68,1,10.63
69,-35,FYA,BTS,34,2,10.61
70,-15,The Visitor,SIENNA SPIRO,36,3,10.59
71,-22,2,BTS,49,2,10.4
72,-3,CHANEL,Tyla,24,17,10.27
73,15,Freakin' Out,Dexter and The Moonrocks,73,2,9.94
74,7,Rein Me In,Sam Fender & Olivia Dean,74,3,9.93
75,1,I Ain't Comin' Back,Morgan Wallen & Post Malone,7,39,9.92
76,-16,Coming Up Roses,Harry Styles,16,4,9.91
77,-2,Beautiful Things,Megan Moroney,29,17,9.79
78,N,Younger You,Miley Cyrus,78,1,9.77
79,-31,Aliens,BTS,48,2,9.71
80,N,LAST BREATH,Kanye West feat. Peso Pluma,80,1,9.69
81,1,dano,Peso Pluma & Tito Double P,72,7,9.68
82,-3,Turn This Truck Around,Jordan Davis,77,5,9.65
83,-6,Who Knows,Daniel Caesar,39,14,9.59
84,N,BEAUTY AND THE BEAST,Kanye West,84,1,9.46
85,N,WHITE LINES,Kanye West & Andre Troutman,85,1,9.45
86,R,What You Need,Tems,86,2,9.41
87,-3,When Did You Get Hot?,Sabrina Carpenter,13,29,9.39
88,-10,Zoo,Shakira,52,8,9.3
89,-35,Like Animals,BTS,54,2,9.04
90,-34,they don't know 'bout us,BTS,56,2,8.8
91,-39,Merry Go Round,BTS,52,2,8.58
92,-7,Mrs. Trendsetter,Lil Baby,65,6,8.54
93,-7,Plastic Cigarette,Zach Bryan,12,11,8.37
94,N,Griddle,Yeat & Don Toliver,94,1,8.33
95,-2,Ends of the Earth,Ty Myers,87,12,8.28
96,=,What He'll Never Have,Dylan Scott,96,6,8.27
97,-3,Ain't A Bad Life,Thomas Rhett & Jordan Davis,94,10,8.11
98,-33,Taste Back,Harry Styles,15,4,8.11
99,=,Time's Ticking,Justin Moore,99,6,7.2
100,-2,Watching Us,Wale & Leon Thomas,98,4,6.62
