Place,Move,Name,Artist,Peak,Weeks,Points
41,-18,wgft,Gunna feat. Burna Boy,14,26,16
42,N,Excavator,Don Toliver,42,1,15.98
43,N,Opposite,Don Toliver,43,1,15.76
44,42,VOY A LLeVARTE PA PR,Bad Bunny,14,16,15.53
45,-4,Travelin' Soldier,Cody Johnson,9,13,15.46
46,N,Let 'Em Know,T.I.,46,1,15.3
47,-16,The Fall,Cody Johnson,22,19,15.24
48,-20,Lush Life,Zara Larsson,28,4,15.11
49,-24,4 Raws,EsDeeKid,11,9,15.08
50,-15,12 to 12,sombr,28,25,14.72
51,-29,Hell At Night,BigXthaPlug feat. Ella Langley,17,26,14.33
52,N,Tuition,Don Toliver,52,1,13.95
53,N,All The Signs,Don Toliver feat. Teezo Touchdown,53,1,13.95
54,-25,I Thought I Saw Your Face Today,She & Him,19,8,13.73
55,-36,Plastic Cigarette,Zach Bryan,12,4,13.59
56,N,Long Way To Calabasas,Don Toliver,56,1,13.5
57,N,K9,Don Toliver feat. SahBabii,57,1,13.5
58,-25,FDO,Pooh Shiesty,2,8,13.3
59,-21,Days Like These,Luke Combs,38,16,13.21
60,-26,Better Me For You (Brown Eyes),Max McNown,26,34,13.13
61,-25,Say Why,Zach Bryan,20,4,13.06
62,-20,You Stole The Show,SIENNA SPIRO,42,5,12.39
63,N,TMU,Don Toliver,63,1,12.38
64,-16,House Again,Hudson Westbrook,28,41,12.32
65,-28,CHANEL,Tyla,24,9,12.13
66,-21,Amen,Shaboozey & Jelly Roll,44,38,11.97
67,-13,I Ain't Comin' Back,Morgan Wallen & Post Malone,7,31,11.93
68,-29,Who Knows,Daniel Caesar,39,6,11.78
69,3,Nice To Each Other,Olivia Dean,43,14,11.77
70,-27,Beautiful Things,Megan Moroney,41,9,11.77
71,17,POP DAT THANG,DaBaby,71,2,11.56
72,-23,It Depends,Chris Brown feat. Bryson Tiller,11,28,11.49
73,-29,How Far Does a Goodbye Go,Jason Aldean,44,16,11.47
74,-4,Fame is a Gun,Addison Rae,70,7,11.27
75,N,Sweet Home,Don Toliver,75,1,11.25
76,N,Pleasure's Mine,Don Toliver,76,1,11.03
77,-17,Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",48,11,10.6
78,-4,Let Alone The One You Love,Olivia Dean,47,10,10.59
79,N,Feed The Streets,Rod Wave,79,1,10.59
80,-27,ErrTime,Cardi B,31,18,10.52
81,-29,Is It a Crime,Mariah the Scientist & Kali Uchis,15,26,10.39
82,-32,Brunette,Tucker Wetmore,50,7,10.36
83,-14,Midnight Sun,Zara Larsson,69,2,10.36
84,-52,STAY HERE 4 LIFE,A$AP Rocky feat.  Brent Faiyaz,21,3,10.31
85,-30,How It's Done,HUNTR/X,4,27,10.09
86,-28,Bloodline,Alex Warren & Jelly Roll,28,19,10.08
87,-22,Mrs. Trendsetter,Lil Baby,65,3,10.07
88,-29,Sienna,The Marias,34,17,9.91
89,-42,Bruce Wayne,YoungBoy Never Broke Again,47,3,9.91
90,R,VeLDA,"Bad Bunny, Omar Courtz & Dei V",18,8,9.9
91,-10,Raindance,Dave & Tems,81,2,9.7
92,-46,When Did You Get Hot?,Sabrina Carpenter,13,21,9.6
93,-27,Dracula,Tame Impala,25,19,9.41
94,N,Ya Borracho,Herencia De Grandes,94,1,9.05
95,-33,Shot Callin,YoungBoy Never Broke Again,20,21,8.52
96,N,Change My Mind,Riley Green,96,1,8.44
97,-41,Favorite Country Song,HARDY,46,15,8.12
98,-5,Ends of the Earth,Ty Myers,88,5,7.32
99,-2,Ain't A Bad Life,Thomas Rhett & Jordan Davis,97,3,6.63
100,-6,It Won't Be Long,George Birge,94,5,5.41
