Place,Move,Name,Artist,Peak,Weeks,Points
49,-33,MR RECOUP,21 Savage & Drake,10,3,11.85
50,-12,Days Like These,Luke Combs,38,11,11.73
51,R,Beautiful Things,Megan Moroney,45,4,11.36
52,N,Zoo,Shakira,52,1,11.27
53,-12,Happen to Me,Russell Dickerson,36,37,11.2
54,-21,YUKON,Justin Bieber,13,25,11.16
55,R,What You Is,YoungBoy Never Broke Again & Mellow Rackz,51,7,11.01
56,N,Such A Funny Way,Sabrina Carpenter,56,1,10.82
57,-14,6 Months Later,Megan Moroney,24,28,10.8
58,R,When Did You Get Hot?,Sabrina Carpenter,13,16,10.79
59,N,Die On This Hill,SIENNA SPIRO,59,1,10.79
60,-21,Dracula,Tame Impala,25,14,10.6
61,-27,Take Me Thru Dere,"Metro Boomin, Quavo, Broski & YKNIECE",29,13,10.33
62,-31,ErrTime,Cardi B,31,13,10.25
63,-18,Amen,Shaboozey & Jelly Roll,44,33,10.1
64,-20,How Far Does a Goodbye Go,Jason Aldean,44,11,9.93
65,R,Wish,Diplo feat. Trippie Redd,65,6,9.91
66,-26,3am,Loe Shimmy & Don Toliver,40,2,9.78
67,-25,I Ain't Comin' Back,Morgan Wallen & Post Malone,7,26,9.73
68,R,Wi$h Li$t,Taylor Swift,6,11,9.7
69,N,BOO,H3adband,69,1,9.7
70,R,Father Figure,Taylor Swift,4,11,9.51
71,R,Gnarly,KATSEYE,71,10,9.5
72,N,dano,Peso Pluma & Tito Double P,72,1,9.47
73,N,bckpckbyz,Peso Pluma & Tito Double P,73,1,9.47
74,R,Sienna,The Marias,34,14,9.46
75,N,ni pedo,Peso Pluma & Tito Double P,75,1,9.46
76,-28,Gone Gone Gone,"David Guetta, Teddy Swims & Tones And I",48,6,9.23
77,-31,Favorite Country Song,HARDY,46,10,9.18
78,R,Nice To Each Other,Olivia Dean,43,9,9.06
79,R,Let Alone The One You Love,Olivia Dean,47,5,9.03
80,R,Amor,Emmanuell Cortes,61,2,9.03
81,-32,Nice to Meet You,Myles Smith,49,30,8.84
82,N,Who Knows,Daniel Caesar,82,1,8.84
83,R,Brunette,Tucker Wetmore,83,2,8.75
84,R,The Life Of A Showgirl,Taylor Swift feat. Sabrina Carpenter,9,10,8.62
85,R,Bloodline,Alex Warren & Jelly Roll,28,14,8.6
86,N,Leviticus,$uicideboy$,86,1,8.37
87,-37,Sugar On My Tongue,"Tyler, the Creator",34,24,8
88,R,The Largest,BigXthaPlug,79,22,7.97
89,R,Somewhere Over Laredo,Lainey Wilson,30,21,7.91
90,R,Back In The Saddle,Luke Combs,30,20,7.85
91,R,Bar None,Jordan Davis,40,19,7.67
92,-41,Camera,Ed Sheeran,51,16,7.36
93,R,LOVER GIRL,Megan Thee Stallion,36,3,7.33
94,R,Darlin',Chase Matthew,52,14,7.31
95,-43,Cowgirl,Parmalee,52,5,7.25
96,-49,Turn The Lights Off,KATO feat. Jon,47,3,7.02
97,R,Safe,Cardi B feat. Kehlani,11,12,6.47
98,R,Stay Country Or Die Trying,Blake Shelton,57,3,6.36
99,R,Heart Of Stone,Jelly Roll,84,14,6.25
100,N,It Won't Be Long,George Birge,100,1,5.08
