Place,Move,Name,Artist,Peak,Weeks,Points
77,-8,Who Knows,Daniel Caesar,39,13,9.8
78,-8,Zoo,Shakira,52,7,9.77
79,-2,Turn This Truck Around,Jordan Davis,77,4,9.69
80,1,Earrings,Malcolm Todd,80,4,9.68
81,-2,Rein Me In,Sam Fender & Olivia Dean,79,2,9.46
82,4,dano,Peso Pluma & Tito Double P,72,6,9.46
83,R,FDO,Pooh Shiesty,2,15,9.29
84,-11,When Did You Get Hot?,Sabrina Carpenter,13,28,9.28
85,-11,Mrs. Trendsetter,Lil Baby,65,5,9.1
86,-8,Plastic Cigarette,Zach Bryan,12,10,8.82
87,1,I Ain't No Cowboy,Luke Combs,87,2,8.63
88,N,Freakin' Out,Dexter and The Moonrocks,88,1,8.35
89,-7,ATM,Don Toliver,22,9,8.33
90,-6,Secondhand,Don Toliver feat. Rema,26,8,8.33
91,-6,Tiramisu,Don Toliver,30,9,8.33
92,-20,butterflies.,Brent Faiyaz,42,6,8.1
93,=,Ends of the Earth,Ty Myers,87,11,8.09
94,3,Ain't A Bad Life,Thomas Rhett & Jordan Davis,94,9,7.89
95,-45,Pop,Harry Styles,22,3,7.88
96,=,What He'll Never Have,Dylan Scott,96,5,7.81
97,-2,STAY HERE 4 LIFE,A$AP Rocky feat.  Brent Faiyaz,21,5,7.65
98,=,Watching Us,Wale & Leon Thomas,98,3,6.88
99,=,Time's Ticking,Justin Moore,99,5,6.44
100,=,Ever Since U Left Me,Max B & French Montana,100,2,6.29
